"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
1.9533,1.2772e+07,0.59031,3.4352,-5.3569,0,0.479,-1.0108,0,3.7013,0,0.63368,-1.4064,-10.553,0,32.854,0,0.53472,0.96197,-0.022246,0,1.0639,0,0.98169,1.051,1.049,0.01
2.1011,1.2778e+07,0.51638,3.2833,-5.3056,0,0.44772,-1.0245,0,3.7709,0,0.53523,-1.034,-10.748,0,34.744,0,0.29065,1.0332,-0.025191,0,1.1606,0,1.0557,1.0529,1.049,0.01
2.2624,1.2796e+07,0.43573,3.1109,-5.2,0,0.42551,-1.0193,0,3.7492,0,0.46864,-0.50772,-10.749,0,35.845,0,0.44443,1.1109,-0.02783,0,1.2668,0,1.137,1.0548,1.049,0.01
2.4234,1.282e+07,0.35523,2.9158,-5.0319,0,0.39743,-0.97821,0,3.5939,0,0.40572,-0.050244,-10.372,0,35.622,0,0.63033,1.1881,-0.029546,0,1.3736,0,1.218,1.0568,1.049,0.01
2.5645,1.2829e+07,0.2847,2.6965,-4.7955,0,0.35096,-0.88351,0,3.243,0,0.32048,0.10067,-9.3824,0,33.122,0,0.46865,1.2541,-0.027399,0,1.4593,0,1.2878,1.0587,1.049,0.01
2.6713,1.2825e+07,0.23132,2.4536,-4.489,0,0.30384,-0.76573,0,2.8126,0,0.24914,0.056691,-8.0631,0,29.316,0,0.25484,1.3022,-0.02032,0,1.5109,0,1.3395,1.0606,1.049,0.01
2.7404,1.2818e+07,0.19674,2.1902,-4.1162,0,0.26523,-0.65563,0,2.4236,0,0.20221,-0.084426,-6.7761,0,25.544,0,0.099846,1.3317,-0.011013,0,1.534,0,1.3725,1.0626,1.049,0.01
2.7754,1.2805e+07,0.17926,1.9117,-3.6871,0,0.2377,-0.57102,0,2.151,0,0.17765,-0.25842,-5.7519,0,22.725,0,0.0083383,1.3455,-0.0021057,0,1.5381,0,1.3889,1.0645,1.049,0.01
2.7859,1.2792e+07,0.17398,1.626,-3.2163,0,0.21917,-0.51553,0,2.0188,0,0.16908,-0.42585,-5.0702,0,21.269,0,-0.034368,1.3491,0.0042343,0,1.5341,0,1.3937,1.0665,1.049,0.01
2.7813,1.2775e+07,0.17629,1.3417,-2.722,0,0.21037,-0.48925,0,1.9968,0,0.17014,-0.53343,-4.7318,0,20.886,0,-0.051655,1.3469,0.0080224,0,1.5248,0,1.3911,1.0684,1.049,0.01
2.7598,1.275e+07,0.18704,1.0678,-2.2237,0,0.21043,-0.4865,0,2.0548,0,0.17759,-0.59984,-4.6614,0,21.186,0,-0.088975,1.3382,0.010164,0,1.5054,0,1.3802,1.0703,1.049,0.01
2.7178,1.2726e+07,0.20805,0.81378,-1.7423,0,0.21518,-0.49913,0,2.2223,0,0.19381,-0.6855,-4.783,0,22.485,0,-0.13834,1.3211,0.0104,0,1.4761,0,1.3591,1.0723,1.049,0.01
2.6548,1.2707e+07,0.23953,0.58849,-1.2993,0,0.2223,-0.51734,0,2.512,0,0.22235,-0.82107,-4.9915,0,24.92,0,-0.16283,1.295,0.0090757,0,1.4372,0,1.3279,1.0742,1.049,0.01
2.5659,1.2694e+07,0.28402,0.39947,-0.91407,0,0.23015,-0.52022,0,2.8764,0,0.2664,-1.0622,-5.0517,0,27.894,0,-0.16131,1.2568,0.0075089,0,1.3815,0,1.2837,1.0761,1.049,0.01
2.4429,1.2697e+07,0.34548,0.25144,-0.60149,0,0.24226,-0.48576,0,3.2485,0,0.33196,-1.4248,-4.7289,0,30.637,0,-0.11704,1.2018,0.0064158,0,1.3019,0,1.2224,1.0781,1.049,0.01
2.305,1.2674e+07,0.41444,0.15536,-0.39241,0,0.26536,-0.41693,0,3.5119,0,0.41131,-1.7709,-4.0572,0,32.162,0,-0.014829,1.1385,0.005592,0,1.212,0,1.1533,1.08,1.049,0.01
2.1904,1.2645e+07,0.47174,0.10594,-0.28276,0,0.29438,-0.34583,0,3.621,0,0.48015,-1.9799,-3.362,0,32.35,0,0.095024,1.0849,0.0048015,0,1.1382,0,1.0957,1.081,1.049,0.01
2.0928,1.2649e+07,0.52053,0.076169,-0.21636,0,0.32708,-0.28037,0,3.642,0,0.53956,-2.0907,-2.7241,0,31.83,0,0.19403,1.0386,0.0039709,0,1.0773,0,1.0466,1.082,1.049,0.01
1.9953,1.2652e+07,0.56928,0.054626,-0.1681,0,0.36846,-0.21262,0,3.6044,0,0.60088,-2.1238,-2.0642,0,30.769,0,0.31263,0.99187,0.0030923,0,1.0186,0,0.9975,1.083,1.049,0.01
1.9016,1.2655e+07,0.61615,0.039688,-0.13463,0,0.41694,-0.14526,0,3.5176,0,0.66215,-2.0771,-1.4069,0,29.287,0,0.45074,0.94654,0.002279,0,0.9645,0,0.95034,1.084,1.049,0.01
1.8145,1.2659e+07,0.65972,0.0297,-0.11243,0,0.46859,-0.081745,0,3.397,0,0.71965,-1.9744,-0.78516,0,27.547,0,0.58624,0.90406,0.0016121,0,0.91603,0,0.90658,1.085,1.049,0.01
1.7357,1.2662e+07,0.6991,0.023191,-0.098216,0,0.51941,-0.024684,0,3.2598,0,0.77069,-1.8449,-0.22429,0,25.721,0,0.70107,0.86544,0.0011268,0,0.87363,0,0.86711,1.086,1.049,0.01
1.6661,1.2664e+07,0.7339,0.018949,-0.089216,0,0.56667,0.025862,0,3.1197,0,0.8145,-1.7103,0.27495,0,23.937,0,0.79088,0.83114,0.00081755,0,0.83707,0,0.83229,1.087,1.049,0.01
1.6056,1.2664e+07,0.76414,0.016061,-0.0833,0,0.60865,0.070783,0,2.9863,0,0.8511,-1.5862,0.72079,0,22.282,0,0.85533,0.80123,0.00065051,0,0.80587,0,0.80209,1.088,1.049,0.01
1.5537,1.2662e+07,0.79008,0.013902,-0.078989,0,0.64473,0.11134,0,2.8651,0,0.88104,-1.4803,1.1249,0,20.8,0,0.89683,0.77552,0.00058247,0,0.77944,0,0.77623,1.089,1.049,0.01
1.5097,1.2659e+07,0.8121,0.012083,-0.075354,0,0.67507,0.14877,0,2.7584,0,0.90513,-1.3939,1.4991,0,19.508,0,0.9192,0.75366,0.0005747,0,0.75716,0,0.75429,1.09,1.049,0.01
1.4726,1.2656e+07,0.83062,0.010398,-0.071884,0,0.70035,0.18419,0,2.6667,0,0.92424,-1.324,1.8538,0,18.403,0,0.92665,0.73526,0.00059936,0,0.73851,0,0.73585,1.091,1.049,0.01
1.4418,1.2651e+07,0.84603,0.0087595,-0.068332,0,0.72143,0.21853,0,2.5893,0,0.93915,-1.2654,2.1979,0,17.474,0,0.9231,0.71995,0.00064101,0,0.72302,0,0.72052,1.092,1.049,0.01
1.4166,1.2647e+07,0.85866,0.0071525,-0.064571,0,0.73913,0.25255,0,2.5257,0,0.95055,-1.2131,2.5393,0,16.71,0,0.91187,0.70739,0.00069574,0,0.71031,0,0.70794,1.093,1.049,0.01
1.3963,1.2641e+07,0.86882,0.0056006,-0.060466,0,0.75412,0.28684,0,2.4749,0,0.95899,-1.1634,2.8836,0,16.099,0,0.89561,0.6973,0.00076945,0,0.70011,0,0.69782,1.094,1.049,0.01
1.3804,1.2635e+07,0.87674,0.0041436,-0.055768,0,0.76681,0.32163,0,2.4364,0,0.9649,-1.1142,3.2335,0,15.635,0,0.87637,0.68946,0.00087601,0,0.69216,0,0.68995,1.095,1.049,0.01
1.3686,1.2628e+07,0.88262,0.0028268,-0.05003,0,0.77745,0.35657,0,2.4096,0,0.96866,-1.0653,3.5861,0,15.307,0,0.85589,0.68364,0.0010349,0,0.68627,0,0.6841,1.096,1.049,0.01
1.3605,1.2621e+07,0.88669,0.0017,-0.04256,0,0.78605,0.39039,0,2.3933,0,0.97064,-1.0183,3.929,0,15.105,0,0.83589,0.67966,0.0012668,0,0.68224,0,0.68008,1.097,1.049,0.01
1.3555,1.2612e+07,0.88918,0.00081343,-0.032428,0,0.79252,0.42056,0,2.386,0,0.97127,-0.97646,4.237,0,15.008,0,0.81845,0.67727,0.0015857,0,0.67984,0,0.67765,1.098,1.049,0.01
1.3531,1.2599e+07,0.8904,0.00021257,-0.018563,0,0.79669,0.44293,0,2.3845,0,0.97113,-0.94484,4.4685,0,14.984,0,0.8062,0.67615,0.0019751,0,0.67874,0,0.67649,1.099,1.049,0.01
1.3524,1.2591e+07,0.89074,0,0,0,0.79816,0.45153,0,2.3847,0,0.97096,-0.9323,4.5586,0,14.984,0,0.80174,0.67587,0.0021824,0,0.67848,0,0.67619,1.1,1.049,0.01
1.1481,1.3628e+07,0.99292,5.6615,-1.2815,0,1.1611,-0.092813,0,0.90607,0,1.0006,1.6063,-1.0535,0,-0.78887,0,0.076735,0.57026,-0.0062718,0,0.578,0,0.574,1.001,1.051,0.01
1.1482,1.3606e+07,0.99285,5.631,-1.3814,0,1.1477,-0.11202,0,0.91963,0,1.0005,1.4703,-1.2476,0,-0.64799,0,0.076913,0.57021,-0.0063748,0,0.5783,0,0.57412,1.002,1.051,0.01
1.1485,1.3588e+07,0.9927,5.5992,-1.4821,0,1.1352,-0.12919,0,0.93308,0,1.0003,1.3445,-1.4212,0,-0.50736,0,0.077345,0.57023,-0.0064722,0,0.57869,0,0.57431,1.003,1.051,0.01
1.1489,1.3568e+07,0.99248,5.5662,-1.5837,0,1.1198,-0.14984,0,0.95034,0,1,1.1909,-1.6297,0,-0.32683,0,0.078379,0.57036,-0.0065678,0,0.57919,0,0.57462,1.004,1.051,0.01
1.1497,1.3547e+07,0.99212,5.532,-1.686,0,1.1049,-0.1691,0,0.96788,0,0.99962,1.0432,-1.8241,0,-0.14285,0,0.079182,0.57061,-0.0066609,0,0.5798,0,0.57504,1.005,1.051,0.01
1.1506,1.3525e+07,0.99163,5.4968,-1.7888,0,1.0888,-0.18916,0,0.98767,0,0.99909,0.8854,-2.0265,0,0.065075,0,0.080171,0.571,-0.0067526,0,0.58055,0,0.57559,1.006,1.051,0.01
1.1519,1.3503e+07,0.99101,5.4605,-1.8922,0,1.0721,-0.20928,0,1.0091,0,0.99842,0.72317,-2.2295,0,0.29056,0,0.081181,0.57154,-0.006844,0,0.58143,0,0.57629,1.007,1.051,0.01
1.1534,1.348e+07,0.99024,5.4233,-1.9961,0,1.0548,-0.22957,0,1.0322,0,0.99759,0.55595,-2.4343,0,0.53513,0,0.082075,0.57223,-0.0069379,0,0.58246,0,0.57714,1.008,1.051,0.01
1.1553,1.3458e+07,0.98932,5.3852,-2.1002,0,1.0371,-0.2497,0,1.057,0,0.9966,0.38722,-2.6375,0,0.79699,0,0.083092,0.57309,-0.0070344,0,0.58366,0,0.57814,1.009,1.051,0.01
1.1574,1.3435e+07,0.98823,5.3463,-2.2047,0,1.0192,-0.2696,0,1.0832,0,0.99547,0.218,-2.8385,0,1.0761,0,0.084313,0.57411,-0.0071326,0,0.58503,0,0.57931,1.01,1.051,0.01
1.16,1.3412e+07,0.98696,5.3068,-2.3094,0,1.0012,-0.28926,0,1.111,0,0.99418,0.048999,-3.0371,0,1.3724,0,0.08575,0.57532,-0.0072334,0,0.58657,0,0.58066,1.011,1.051,0.01
1.1629,1.3389e+07,0.98552,5.2666,-2.4142,0,0.98304,-0.30866,0,1.1404,0,0.99273,-0.11917,-3.2331,0,1.6863,0,0.087467,0.57671,-0.007337,0,0.58831,0,0.58219,1.012,1.051,0.01
1.1661,1.3367e+07,0.98389,5.2259,-2.5191,0,0.96483,-0.32778,0,1.1713,0,0.99112,-0.28597,-3.4264,0,2.0176,0,0.089435,0.57829,-0.0074434,0,0.59024,0,0.58391,1.013,1.051,0.01
1.1698,1.3344e+07,0.98206,5.1847,-2.6239,0,0.94661,-0.3466,0,1.2037,0,0.98935,-0.45084,-3.6168,0,2.3666,0,0.091754,0.58007,-0.0075523,0,0.59238,0,0.58583,1.014,1.051,0.01
1.1738,1.3321e+07,0.98003,5.1431,-2.7285,0,0.92843,-0.36512,0,1.2377,0,0.98741,-0.61332,-3.8042,0,2.7331,0,0.094343,0.58204,-0.007663,0,0.59473,0,0.58794,1.015,1.051,0.01
1.1783,1.3299e+07,0.9778,5.1012,-2.8328,0,0.91034,-0.38332,0,1.2733,0,0.98531,-0.7729,-3.9884,0,3.1174,0,0.097376,0.58423,-0.0077746,0,0.5973,0,0.59026,1.016,1.051,0.01
1.1832,1.3276e+07,0.97536,5.059,-2.9367,0,0.89236,-0.40119,0,1.3103,0,0.98302,-0.92924,-4.1693,0,3.5192,0,0.10068,0.58662,-0.0078854,0,0.60009,0,0.59279,1.017,1.051,0.01
1.1885,1.3254e+07,0.9727,5.0166,-3.0399,0,0.87454,-0.41872,0,1.3489,0,0.98058,-1.0818,-4.3468,0,3.9388,0,0.10455,0.58923,-0.0079937,0,0.60312,0,0.59553,1.018,1.051,0.01
1.1942,1.3232e+07,0.96982,4.974,-3.1423,0,0.85691,-0.43588,0,1.3889,0,0.97795,-1.2304,-4.5204,0,4.3754,0,0.10867,0.59206,-0.008097,0,0.60637,0,0.59849,1.019,1.051,0.01
1.2019,1.3204e+07,0.96598,4.9214,-3.2666,0,0.83558,-0.45648,0,1.4401,0,0.97454,-1.4066,-4.7287,0,4.9358,0,0.11489,0.59583,-0.0082105,0,0.6107,0,0.60243,1.02,1.051,0.01
1.2138,1.3167e+07,0.96006,4.8483,-3.4356,0,0.80661,-0.48401,0,1.5148,0,0.96932,-1.6393,-5.007,0,5.7562,0,0.12447,0.60164,-0.0083621,0,0.61734,0,0.60847,1.0219,1.051,0.01
1.2289,1.3127e+07,0.95249,4.7652,-3.6221,0,0.77489,-0.51401,0,1.6044,0,0.96276,-1.8835,-5.3107,0,6.7459,0,0.13729,0.60907,-0.0085513,0,0.62581,0,0.61618,1.0239,1.051,0.01
1.2461,1.3088e+07,0.9439,4.682,-3.8028,0,0.74464,-0.54318,0,1.6997,0,0.95559,-2.103,-5.6069,0,7.8046,0,0.15427,0.61752,-0.0087762,0,0.63541,0,0.62491,1.0258,1.051,0.01
1.2656,1.305e+07,0.93414,4.5988,-3.9774,0,0.71598,-0.5719,0,1.8009,0,0.94761,-2.2953,-5.8996,0,8.9376,0,0.17493,0.62711,-0.0090488,0,0.64632,0,0.63481,1.0277,1.051,0.01
1.2879,1.3013e+07,0.92299,4.5155,-4.1458,0,0.68922,-0.60126,0,1.9093,0,0.93864,-2.4551,-6.1999,0,10.16,0,0.19962,0.63808,-0.0093869,0,0.65882,0,0.64611,1.0297,1.051,0.01
1.3135,1.2977e+07,0.91017,4.4321,-4.3076,0,0.66441,-0.63192,0,2.0267,0,0.92882,-2.5792,-6.5148,0,11.494,0,0.23288,0.65068,-0.0098067,0,0.67325,0,0.65909,1.0316,1.051,0.01
1.3431,1.2943e+07,0.89538,4.348,-4.4625,0,0.64136,-0.66409,0,2.1531,0,0.91714,-2.667,-6.8468,0,12.945,0,0.26751,0.66521,-0.010318,0,0.68999,0,0.67406,1.0335,1.051,0.01
1.3775,1.2912e+07,0.87819,4.2629,-4.6097,0,0.62082,-0.69913,0,2.2913,0,0.90423,-2.7069,-7.2098,0,14.548,0,0.3144,0.68208,-0.010951,0,0.70962,0,0.69145,1.0355,1.051,0.01
1.4176,1.2883e+07,0.85817,4.176,-4.7478,0,0.60162,-0.73565,0,2.4406,0,0.88912,-2.7068,-7.59,0,16.302,0,0.36822,0.7017,-0.011701,0,0.7327,0,0.71171,1.0374,1.051,0.01
1.4645,1.2858e+07,0.83472,4.0862,-4.875,0,0.58443,-0.77434,0,2.6002,0,0.87092,-2.6548,-7.9948,0,18.209,0,0.42599,0.72462,-0.012597,0,0.76001,0,0.73543,1.0394,1.051,0.01
1.5201,1.2836e+07,0.80689,3.9921,-4.989,0,0.57,-0.81761,0,2.7756,0,0.84999,-2.534,-8.4498,0,20.343,0,0.50161,0.75179,-0.013714,0,0.79291,0,0.76359,1.0413,1.051,0.01
1.5864,1.2819e+07,0.77376,3.8922,-5.0862,0,0.55522,-0.8611,0,2.9627,0,0.82413,-2.3681,-8.9111,0,22.678,0,0.58193,0.78404,-0.015039,0,0.83267,0,0.7971,1.0432,1.051,0.01
1.6654,1.2807e+07,0.73425,3.7846,-5.1625,0,0.54,-0.90475,0,3.153,0,0.78927,-2.1476,-9.3791,0,25.147,0,0.63724,0.82243,-0.016613,0,0.88079,0,0.83705,1.0452,1.051,0.01
1.7612,1.2801e+07,0.68635,3.6669,-5.2126,0,0.53202,-0.95726,0,3.361,0,0.75599,-1.775,-9.9482,0,27.947,0,0.79522,0.869,-0.018817,0,0.94072,0,0.88554,1.0471,1.051,0.01
1.8775,1.28e+07,0.62819,3.5368,-5.2303,0,0.51438,-1.0093,0,3.5713,0,0.68782,-1.4041,-10.527,0,30.968,0,0.70408,0.92545,-0.021734,0,1.0157,0,0.94415,1.049,1.051,0.01
2.0141,1.2802e+07,0.55992,3.3915,-5.2081,0,0.4817,-1.0409,0,3.7146,0,0.5836,-1.095,-10.905,0,33.499,0,0.34293,0.99138,-0.024815,0,1.1048,0,1.0123,1.051,1.051,0.01
2.1678,1.2815e+07,0.48303,3.2279,-5.1375,0,0.45342,-1.0423,0,3.737,0,0.50401,-0.66348,-10.981,0,34.976,0,0.32216,1.0655,-0.027916,0,1.2058,0,1.0895,1.0529,1.051,0.01
2.3305,1.2838e+07,0.4017,3.0431,-5.0099,0,0.42952,-1.0219,0,3.6691,0,0.44735,-0.14901,-10.83,0,35.639,0,0.58228,1.1439,-0.030594,0,1.3136,0,1.1715,1.0548,1.051,0.01
2.4849,1.2856e+07,0.32449,2.8352,-4.8183,0,0.39273,-0.96092,0,3.4471,0,0.37367,0.18018,-10.229,0,34.636,0,0.61407,1.2174,-0.031045,0,1.4131,0,1.2486,1.0568,1.051,0.01
2.6127,1.286e+07,0.2606,2.6035,-4.5584,0,0.34179,-0.85124,0,3.0501,0,0.28833,0.21267,-9.0507,0,31.467,0,0.37514,1.2764,-0.026944,0,1.4851,0,1.3112,1.0587,1.051,0.01
